#queryIndex	queryItem	stringId	preferredName	annotation
319	UNG	9606.ENSP00000242576	UNG	Uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine; Belongs to the uracil-DNA glycosylase (UDG) superfamily. UNG family
320	METTL4	9606.ENSP00000458290	METTL4	N(6)-adenine-specific DNA methyltransferase that mediates methylation of DNA on the 6th position of adenine (N(6)- methyladenosine) and is required to regulate Polycomb silencing. N(6)- methyladenosine deposition by METTL4 triggers ubiquitination and degradation of sensor proteins ASXL1 and MPND, leading to inactivation of the PR-DUB complex and subsequent preservation of Polycomb silencing
321	ENDOG	9606.ENSP00000361725	ENDOG	Endonuclease G, mitochondrial; Cleaves DNA at double-stranded (DG)n.(DC)n and at single-stranded (DC)n tracts. In addition to deoxyribonuclease activities, also has ribonuclease (RNase) and RNase H activities. Capable of generating the RNA primers required by DNA polymerase gamma to initiate replication of mitochondrial DNA (By similarity); Belongs to the DNA/RNA non-specific endonuclease family
322	UQCC3	9606.ENSP00000432692	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3; Required for the assembly of the ubiquinol-cytochrome c reductase complex (mitochondrial respiratory chain complex III or cytochrome b-c1 complex), mediating cytochrome b recruitment and probably stabilization within the complex. Thereby, plays an important role in ATP production by mitochondria. Cardiolipin- binding protein, it may also control the cardiolipin composition of mitochondria membranes and their morphology
323	ACAD9	9606.ENSP00000312618	ACAD9	Acyl-CoA dehydrogenase family member 9, mitochondrial; Required for mitochondrial complex I assembly. Has a dehydrogenase activity on palmitoyl-CoA (C16:0) and stearoyl-CoA (C18:0). It is three times more active on palmitoyl-CoA than on stearoyl-CoA. However, it does not play a primary role in long-chain fatty acid oxidation in vivo. Has little activity on octanoyl-CoA (C8:0), butyryl-CoA (C4:0) or isovaleryl-CoA (5:0); Belongs to the acyl-CoA dehydrogenase family
324	UQCC3	9606.ENSP00000432692	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3; Required for the assembly of the ubiquinol-cytochrome c reductase complex (mitochondrial respiratory chain complex III or cytochrome b-c1 complex), mediating cytochrome b recruitment and probably stabilization within the complex. Thereby, plays an important role in ATP production by mitochondria. Cardiolipin- binding protein, it may also control the cardiolipin composition of mitochondria membranes and their morphology
325	CEP89	9606.ENSP00000306105	CEP89	Centrosomal protein of 89 kDa; Required for ciliogenesis. Also plays a role in mitochondrial metabolism where it may modulate complex IV activity
326	UQCRFS1	9606.ENSP00000306397	UQCRFS1	Ubiquinol-cytochrome c reductase, rieske iron-sulfur polypeptide 1; Cytochrome b-c1 complex subunit Rieske, mitochondrial; Cytochrome b-c1 complex subunit Rieske, mitochondrial: Component of the mitochondrial ubiquinol-cytochrome c reductase complex dimer (complex III dimer), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis. Incorporation of UQCRFS1 is the penultimate step in complex III assembly (By similarity)
327	CPT1A	9606.ENSP00000265641	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform; Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for the mitochondrial uptake of long-chain fatty acids and their subsequent beta-oxidation in the mitochondrion. Plays an important role in triglyceride metabolism
328	UQCRFS1	9606.ENSP00000306397	UQCRFS1	Ubiquinol-cytochrome c reductase, rieske iron-sulfur polypeptide 1; Cytochrome b-c1 complex subunit Rieske, mitochondrial; Cytochrome b-c1 complex subunit Rieske, mitochondrial: Component of the mitochondrial ubiquinol-cytochrome c reductase complex dimer (complex III dimer), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis. Incorporation of UQCRFS1 is the penultimate step in complex III assembly (By similarity)
329	CYB5B	9606.ENSP00000308430	CYB5B	Cytochrome b5 type B; Cytochrome b5 is a membrane bound hemoprotein which function as an electron carrier for several membrane bound oxygenases
330	UQCRQ	9606.ENSP00000367939	UQCRQ	Cytochrome b-c1 complex subunit 8; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This subunit, together with cytochrome b, binds to ubiquinone; Belongs to the UQCRQ/QCR8 family
331	ACAD9	9606.ENSP00000312618	ACAD9	Acyl-CoA dehydrogenase family member 9, mitochondrial; Required for mitochondrial complex I assembly. Has a dehydrogenase activity on palmitoyl-CoA (C16:0) and stearoyl-CoA (C18:0). It is three times more active on palmitoyl-CoA than on stearoyl-CoA. However, it does not play a primary role in long-chain fatty acid oxidation in vivo. Has little activity on octanoyl-CoA (C8:0), butyryl-CoA (C4:0) or isovaleryl-CoA (5:0); Belongs to the acyl-CoA dehydrogenase family
332	UQCRQ	9606.ENSP00000367939	UQCRQ	Cytochrome b-c1 complex subunit 8; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This subunit, together with cytochrome b, binds to ubiquinone; Belongs to the UQCRQ/QCR8 family
333	ATP5F1A	9606.ENSP00000381736	ATP5A1	ATP synthase subunit alpha, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the  [...] 
334	UQCRQ	9606.ENSP00000367939	UQCRQ	Cytochrome b-c1 complex subunit 8; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This subunit, together with cytochrome b, binds to ubiquinone; Belongs to the UQCRQ/QCR8 family
335	BCS1L	9606.ENSP00000413908	BCS1L	Mitochondrial chaperone BCS1; Chaperone necessary for the assembly of mitochondrial respiratory chain complex III. Plays an important role in the maintenance of mitochondrial tubular networks, respiratory chain assembly and formation of the LETM1 complex; AAA ATPases
336	UQCRQ	9606.ENSP00000367939	UQCRQ	Cytochrome b-c1 complex subunit 8; This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This subunit, together with cytochrome b, binds to ubiquinone; Belongs to the UQCRQ/QCR8 family
337	CYC1	9606.ENSP00000317159	CYC1	Cytochrome c1, heme protein, mitochondrial; This is the heme-containing component of the cytochrome b-c1 complex, which accepts electrons from Rieske protein and transfers electrons to cytochrome c in the mitochondrial respiratory chain; Apoptosome
338	VDAC1	9606.ENSP00000265333	VDAC1	Voltage-dependent anion-selective channel protein 1; Forms a channel through the mitochondrial outer membrane and also the plasma membrane. The channel at the outer mitochondrial membrane allows diffusion of small hydrophilic molecules; in the plasma membrane it is involved in cell volume regulation and apoptosis. It adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation-selective. May participate in the formation of the permeability transition p [...] 
339	ATAD3A	9606.ENSP00000368030	ATAD3A	ATPase family AAA domain-containing protein 3A; Essential for mitochondrial network organization, mitochondrial metabolism and cell growth at organism and cellular level. May play an important role in mitochondrial protein synthesis. May also participate in mitochondrial DNA replication. May bind to mitochondrial DNA D-loops and contribute to nucleoid stability. Required for enhanced channeling of cholesterol for hormone-dependent steroidogenesis; Belongs to the AAA ATPase family
340	VDAC3	9606.ENSP00000428845	VDAC3	Voltage-dependent anion-selective channel protein 3; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules; Belongs to the eukaryotic mitochondrial porin family
341	EFHD1	9606.ENSP00000264059	EFHD1	EF-hand domain-containing protein D1; Acts as a calcium sensor for mitochondrial flash (mitoflash) activation, an event characterized by stochastic bursts of superoxide production. May play a role in neuronal differentiation (By similarity); EF-hand domain containing
342	VDAC3	9606.ENSP00000428845	VDAC3	Voltage-dependent anion-selective channel protein 3; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules; Belongs to the eukaryotic mitochondrial porin family
343	LETM1	9606.ENSP00000305653	LETM1	Mitochondrial proton/calcium exchanger protein; Mitochondrial proton/calcium antiporter that mediates proton-dependent calcium efflux from mitochondrion. Crucial for the maintenance of mitochondrial tubular networks and for the assembly of the supercomplexes of the respiratory chain. Required for the maintenance of the tubular shape and cristae organization. In contrast to SLC8B1/NCLX, does not constitute the major factor for mitochondrial calcium extrusion; Belongs to the LETM1 family
344	VDAC3	9606.ENSP00000428845	VDAC3	Voltage-dependent anion-selective channel protein 3; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules; Belongs to the eukaryotic mitochondrial porin family
345	MTCH1	9606.ENSP00000362730	MTCH1	Mitochondrial carrier homolog 1; Potential mitochondrial transporter. May play a role in apoptosis; Solute carriers
346	VPS13D	9606.ENSP00000478104	VPS13D	Vacuolar protein sorting-associated protein 13d; Vacuolar protein sorting 13 homolog D; Belongs to the VPS13 family
347	AIFM1	9606.ENSP00000287295	AIFM1	Apoptosis-inducing factor 1, mitochondrial; Functions both as NADH oxidoreductase and as regulator of apoptosis. In response to apoptotic stimuli, it is released from the mitochondrion intermembrane space into the cytosol and to the nucleus, where it functions as a proapoptotic factor in a caspase-independent pathway. In contrast, functions as an antiapoptotic factor in normal mitochondria via its NADH oxidoreductase activity. The soluble form (AIFsol) found in the nucleus induces 'parthanatos' i.e. caspase-independent fragmentation of chromosomal DNA. Interacts with EIF3G,and thereby  [...] 
348	VPS13D	9606.ENSP00000478104	VPS13D	Vacuolar protein sorting-associated protein 13d; Vacuolar protein sorting 13 homolog D; Belongs to the VPS13 family
349	ARL2	9606.ENSP00000246747	ARL2	ADP-ribosylation factor-like protein 2; Small GTP-binding protein which cycles between an inactive GDP-bound and an active GTP-bound form, and the rate of cycling is regulated by guanine nucleotide exchange factors (GEF) and GTPase-activating proteins (GAP). GTP-binding protein that does not act as an allosteric activator of the cholera toxin catalytic subunit. Regulates formation of new microtubules and centrosome integrity. Prevents the TBCD-induced microtubule destruction. Participates in association with TBCD, in the disassembly of the apical junction complexes. Antagonizes the eff [...] 
350	VPS13D	9606.ENSP00000478104	VPS13D	Vacuolar protein sorting-associated protein 13d; Vacuolar protein sorting 13 homolog D; Belongs to the VPS13 family
351	BCL2L13	9606.ENSP00000480836	BCL2L13	Bcl-2-like protein 13; May promote the activation of caspase-3 and apoptosis; BCL2 family
352	XPNPEP3	9606.ENSP00000349658	XPNPEP3	Probable xaa-pro aminopeptidase 3; X-prolyl aminopeptidase 3; Belongs to the peptidase M24B family
353	AFG1L	9606.ENSP00000357973	LACE1	Peroxisome-assembly atpase; AFG1-like ATPase; Putative mitochondrial ATPase. Plays a role in mitochondrial morphology and mitochondrial protein metabolism. Promotes degradation of excess nuclear-encoded complex IV subunits (COX4I1, COX5A and COX6A1) and normal activity of complexes III and IV of the respiratory chain. Mediates mitochondrial translocation of TP53 and its transcription-independent apoptosis in response to genotoxic stress
354	XPNPEP3	9606.ENSP00000349658	XPNPEP3	Probable xaa-pro aminopeptidase 3; X-prolyl aminopeptidase 3; Belongs to the peptidase M24B family
355	TOMM20	9606.ENSP00000355566	TOMM20	Mitochondrial import receptor subunit TOM20 homolog; Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity); Belongs to the Tom20 family
356	YARS2	9606.ENSP00000320658	YARS2	Tyrosine--tRNA ligase, mitochondrial; Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction: tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr); Belongs to the class-I aminoacyl-tRNA synthetase family
357	METAP1D	9606.ENSP00000315152	METAP1D	Methionine aminopeptidase 1D, mitochondrial; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed (By similarity). May play a role in colon tumorigenesis; Belongs to the peptidase M24A family. Methionine aminopeptidase type 1 subfamily
358	YBEY	9606.ENSP00000329614	YBEY	Ybey metalloendoribonuclease; Endoribonuclease YbeY; Single strand-specific metallo-endoribonuclease involved in rRNA maturation
359	ALKBH1	9606.ENSP00000216489	ALKBH1	Nucleic acid dioxygenase ALKBH1; Dioxygenase that acts as on nucleic acids, such as DNA and tRNA. Requires molecular oxygen, alpha-ketoglutarate and iron. A number of activities have been described for this dioxygenase, but recent results suggest that it mainly acts as on tRNAs and mediates their demethylation or oxidation depending on the context and subcellular compartment. Mainly acts as a tRNA demethylase by removing N(1)-methyladenine from various tRNAs, with a preference for N(1)-methyladenine at position 58 (m1A58) present on a stem loop structure of tRNAs. Acts as a regulator o [...] 
360	YBEY	9606.ENSP00000329614	YBEY	Ybey metalloendoribonuclease; Endoribonuclease YbeY; Single strand-specific metallo-endoribonuclease involved in rRNA maturation
361	AURKAIP1	9606.ENSP00000342676	AURKAIP1	Aurora kinase A-interacting protein; May act as a negative regulator of Aurora-A kinase, by down-regulation through proteasome-dependent degradation
362	YBEY	9606.ENSP00000329614	YBEY	Ybey metalloendoribonuclease; Endoribonuclease YbeY; Single strand-specific metallo-endoribonuclease involved in rRNA maturation
363	C12orf65	9606.ENSP00000253233	C12orf65	Probable peptide chain release factor C12orf65, mitochondrial; May act as a codon-independent translation release factor that has lost all stop codon specificity and directs the termination of translation in mitochondrion. May help rescuing stalled mitoribosomes during translation (By similarity)
364	YME1L1	9606.ENSP00000318480	YME1L1	ATP-dependent zinc metalloprotease YME1L1; ATP-dependent metalloprotease that catalyzes the degradation of folded and unfolded proteins with a suitable degron sequence in the mitochondrial intermembrane region. Plays an important role in regulating mitochondrial morphology and function by cleaving OPA1 at position S2, giving rise to a form of OPA1 that promotes maintenance of normal mitochondrial structure and mitochondrial protein metabolism. Ensures cell proliferation, maintains normal cristae morphology and complex I respiration activity, promotes antiapoptotic activity and protects [...] 
365	AFG1L	9606.ENSP00000357973	LACE1	Peroxisome-assembly atpase; AFG1-like ATPase; Putative mitochondrial ATPase. Plays a role in mitochondrial morphology and mitochondrial protein metabolism. Promotes degradation of excess nuclear-encoded complex IV subunits (COX4I1, COX5A and COX6A1) and normal activity of complexes III and IV of the respiratory chain. Mediates mitochondrial translocation of TP53 and its transcription-independent apoptosis in response to genotoxic stress
366	YME1L1	9606.ENSP00000318480	YME1L1	ATP-dependent zinc metalloprotease YME1L1; ATP-dependent metalloprotease that catalyzes the degradation of folded and unfolded proteins with a suitable degron sequence in the mitochondrial intermembrane region. Plays an important role in regulating mitochondrial morphology and function by cleaving OPA1 at position S2, giving rise to a form of OPA1 that promotes maintenance of normal mitochondrial structure and mitochondrial protein metabolism. Ensures cell proliferation, maintains normal cristae morphology and complex I respiration activity, promotes antiapoptotic activity and protects [...] 
367	AGK	9606.ENSP00000347581	AGK	Acylglycerol kinase, mitochondrial; Lipid kinase that can phosphorylate both monoacylglycerol and diacylglycerol to form lysophosphatidic acid (LPA) and phosphatidic acid (PA), respectively. Does not phosphorylate sphingosine. Independently of its lipid kinase activity, acts as a component of the TIM22 complex. The TIM22 complex mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane by forming a twin-pore translocase that uses the membrane potential as the external driving force. In the TIM22 complex, required for the import of a su [...] 
368	YME1L1	9606.ENSP00000318480	YME1L1	ATP-dependent zinc metalloprotease YME1L1; ATP-dependent metalloprotease that catalyzes the degradation of folded and unfolded proteins with a suitable degron sequence in the mitochondrial intermembrane region. Plays an important role in regulating mitochondrial morphology and function by cleaving OPA1 at position S2, giving rise to a form of OPA1 that promotes maintenance of normal mitochondrial structure and mitochondrial protein metabolism. Ensures cell proliferation, maintains normal cristae morphology and complex I respiration activity, promotes antiapoptotic activity and protects [...] 
369	DNAJA3	9606.ENSP00000262375	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial; Modulates apoptotic signal transduction or effector structures within the mitochondrial matrix. Affect cytochrome C release from the mitochondria and caspase 3 activation, but not caspase 8 activation. Isoform 1 increases apoptosis triggered by both TNF and the DNA-damaging agent mytomycin C; in sharp contrast, isoform 2 suppresses apoptosis. Can modulate IFN-gamma- mediated transcriptional activity. Isoform 2 may play a role in neuromuscular junction development as an effector of the MUSK signaling pathway; DNAJ heat shock proteins
370	YRDC	9606.ENSP00000362135	YRDC	YrdC domain-containing protein, mitochondrial; May regulate the activity of some transporters; Belongs to the SUA5 family
371	APEX1	9606.ENSP00000216714	APEX1	DNA-(apurinic or apyrimidinic site) lyase; Multifunctional protein that plays a central role in the cellular response to oxidative stress. The two major activities of APEX1 in DNA repair and redox regulation of transcriptional factors. Functions as a apurinic/apyrimidinic (AP) endodeoxyribonuclease in the DNA base excision repair (BER) pathway of DNA lesions induced by oxidative and alkylating agents. Initiates repair of AP sites in DNA by catalyzing hydrolytic incision of the phosphodiester backbone immediately adjacent to the damage, generating a single-strand break with 5'-deoxyribo [...] 
372	YRDC	9606.ENSP00000362135	YRDC	YrdC domain-containing protein, mitochondrial; May regulate the activity of some transporters; Belongs to the SUA5 family
373	METTL15	9606.ENSP00000384369	METTL15	Probable methyltransferase-like protein 15; Probable S-adenosyl-L-methionine-dependent methyltransferase
374	YRDC	9606.ENSP00000362135	YRDC	YrdC domain-containing protein, mitochondrial; May regulate the activity of some transporters; Belongs to the SUA5 family
375	MRPL12	9606.ENSP00000333837	MRPL12	39S ribosomal protein L12, mitochondrial; Associates with mitochondrial RNA polymerase to activate transcription; Belongs to the bacterial ribosomal protein bL12 family
376	ZADH2	9606.ENSP00000323678	ZADH2	Prostaglandin reductase 3; Functions as 15-oxo-prostaglandin 13-reductase and acts on 15-keto-PGE1, 15-keto-PGE2, 15-keto-PGE1-alpha and 15-keto- PGE2-alpha with highest efficienty towards 15-keto-PGE2-alpha. Overexpression represses transcriptional activity of PPARG and inhibits adipocyte differentiation; Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily
377	AADAT	9606.ENSP00000423190	AADAT	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial; Transaminase with broad substrate specificity. Has transaminase activity towards aminoadipate, kynurenine, methionine and glutamate. Shows activity also towards tryptophan, aspartate and hydroxykynurenine. Accepts a variety of oxo-acids as amino- group acceptors, with a preference for 2-oxoglutarate, 2- oxocaproic acid, phenylpyruvate and alpha-oxo-gamma-methiol butyric acid. Can also use glyoxylate as amino-group acceptor (in vitro)
378	ZADH2	9606.ENSP00000323678	ZADH2	Prostaglandin reductase 3; Functions as 15-oxo-prostaglandin 13-reductase and acts on 15-keto-PGE1, 15-keto-PGE2, 15-keto-PGE1-alpha and 15-keto- PGE2-alpha with highest efficienty towards 15-keto-PGE2-alpha. Overexpression represses transcriptional activity of PPARG and inhibits adipocyte differentiation; Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily
379	ABHD11	9606.ENSP00000222800	ABHD11	Protein ABHD11; Abhydrolase domain containing 11; Belongs to the AB hydrolase superfamily
380	ZADH2	9606.ENSP00000323678	ZADH2	Prostaglandin reductase 3; Functions as 15-oxo-prostaglandin 13-reductase and acts on 15-keto-PGE1, 15-keto-PGE2, 15-keto-PGE1-alpha and 15-keto- PGE2-alpha with highest efficienty towards 15-keto-PGE2-alpha. Overexpression represses transcriptional activity of PPARG and inhibits adipocyte differentiation; Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily
381	ACAA2	9606.ENSP00000285093	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial; Abolishes BNIP3-mediated apoptosis and mitochondrial damage
