#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SLC25A45	C6orf57	9606.ENSP00000381782	9606.ENSP00000359505	0	0	0	0	0	0	0	0.373	0.373
SLC25A45	ALDH18A1	9606.ENSP00000381782	9606.ENSP00000360268	0	0	0	0	0	0	0	0.176	0.175
SLC25A45	SLC25A25	9606.ENSP00000381782	9606.ENSP00000362159	0	0	0	0.645	0.062	0.179	0	0.221	0.250
SLC25A45	ROMO1	9606.ENSP00000381782	9606.ENSP00000363191	0	0	0	0	0	0	0	0.274	0.274
SLC25A45	APOO	9606.ENSP00000381782	9606.ENSP00000368528	0	0	0	0	0.062	0.525	0	0.074	0.551
SLC25A45	GATM	9606.ENSP00000381782	9606.ENSP00000379895	0	0	0	0	0	0	0	0.204	0.204
SLC25A45	OXA1L	9606.ENSP00000381782	9606.ENSP00000483491	0	0	0	0	0.136	0	0	0.062	0.154
SLC25A45	TXNRD2	9606.ENSP00000381782	9606.ENSP00000383365	0	0	0	0	0.049	0.146	0	0.059	0.169
SLC25A45	SLC25A44	9606.ENSP00000381782	9606.ENSP00000407560	0	0	0	0.589	0.056	0	0	0.473	0.230
SLC25A46	TXN2	9606.ENSP00000348211	9606.ENSP00000216185	0	0	0	0	0.235	0	0	0.101	0.282
SLC25A46	CYP24A1	9606.ENSP00000348211	9606.ENSP00000216862	0	0	0	0	0	0	0	0.151	0.151
SLC25A46	SLC25A11	9606.ENSP00000348211	9606.ENSP00000225665	0	0	0	0	0.083	0	0	0.392	0.419
SLC25A46	SLC25A3	9606.ENSP00000348211	9606.ENSP00000228318	0	0	0	0	0	0	0	0.540	0.540
SLC25A46	C12orf65	9606.ENSP00000348211	9606.ENSP00000253233	0	0	0	0	0	0	0	0.269	0.269
SLC25A46	SDHA	9606.ENSP00000348211	9606.ENSP00000264932	0	0	0	0	0	0	0	0.175	0.175
SLC25A46	VDAC1	9606.ENSP00000348211	9606.ENSP00000265333	0	0	0	0	0.097	0.117	0	0.252	0.351
SLC25A46	TIMM44	9606.ENSP00000348211	9606.ENSP00000270538	0	0	0	0	0	0	0	0.377	0.377
SLC25A46	SLC25A38	9606.ENSP00000348211	9606.ENSP00000273158	0	0	0	0	0	0	0	0.578	0.578
SLC25A46	DLAT	9606.ENSP00000348211	9606.ENSP00000280346	0	0	0	0	0.162	0	0	0.091	0.206
SLC25A46	TOMM70A	9606.ENSP00000348211	9606.ENSP00000284320	0	0	0	0	0.100	0	0	0.345	0.385
SLC25A46	AIFM1	9606.ENSP00000348211	9606.ENSP00000287295	0	0	0	0	0	0	0	0.360	0.360
SLC25A46	SLC25A23	9606.ENSP00000348211	9606.ENSP00000301454	0	0	0	0	0	0	0	0.249	0.249
SLC25A46	AGXT	9606.ENSP00000348211	9606.ENSP00000302620	0	0	0	0	0	0	0	0.202	0.202
SLC25A46	C19orf70	9606.ENSP00000348211	9606.ENSP00000309561	0	0	0	0	0	0.270	0	0.217	0.403
SLC25A46	PLD6	9606.ENSP00000348211	9606.ENSP00000317177	0	0	0	0	0	0.270	0	0	0.270
SLC25A46	YME1L1	9606.ENSP00000348211	9606.ENSP00000318480	0	0	0	0	0.108	0	0	0.261	0.312
SLC25A46	RHOT2	9606.ENSP00000348211	9606.ENSP00000321971	0	0	0	0	0	0.117	0	0.112	0.182
SLC25A46	HCCS	9606.ENSP00000348211	9606.ENSP00000326579	0	0	0	0	0.076	0	0	0.326	0.350
SLC25A46	SLC25A42	9606.ENSP00000348211	9606.ENSP00000326693	0	0	0	0	0	0	0	0.279	0.279
SLC25A46	MRPL12	9606.ENSP00000348211	9606.ENSP00000333837	0	0	0	0	0	0	0	0.208	0.208
SLC25A46	SAMM50	9606.ENSP00000348211	9606.ENSP00000345445	0	0	0	0	0	0.270	0	0.537	0.647
SLC25A46	SLC25A37	9606.ENSP00000348211	9606.ENSP00000429200	0	0	0	0	0	0	0	0.156	0.155
SLC25A46	MT-CO3	9606.ENSP00000348211	9606.ENSP00000354982	0	0	0	0	0	0	0	0.155	0.155
SLC25A46	MT-CO2	9606.ENSP00000348211	9606.ENSP00000354876	0	0	0	0	0	0	0	0.161	0.161
SLC25A46	ABCD3	9606.ENSP00000348211	9606.ENSP00000359233	0	0	0	0	0.112	0.117	0	0	0.182
SLC25A46	SLC25A13	9606.ENSP00000348211	9606.ENSP00000400101	0	0	0	0	0.082	0	0	0.153	0.189
SLC25A46	SLC25A6	9606.ENSP00000348211	9606.ENSP00000370808	0	0	0	0	0	0	0	0.204	0.204
SLC25A46	SLC25A12	9606.ENSP00000348211	9606.ENSP00000388658	0	0	0	0	0.073	0	0	0.181	0.208
SLC25A46	SLC25A45	9606.ENSP00000348211	9606.ENSP00000381782	0	0	0	0	0	0	0	0.241	0.240
SLC25A46	COX4I1	9606.ENSP00000348211	9606.ENSP00000457513	0	0	0	0	0.109	0	0	0.191	0.249
SLC25A46	MARC2	9606.ENSP00000348211	9606.ENSP00000355880	0	0	0	0	0	0.270	0	0	0.270
SLC25A46	MTX1	9606.ENSP00000348211	9606.ENSP00000357360	0	0	0	0	0.064	0.270	0	0	0.287
SLC25A46	ATP5A1	9606.ENSP00000348211	9606.ENSP00000381736	0	0	0	0	0	0	0	0.342	0.342
SLC25A46	TOMM20	9606.ENSP00000348211	9606.ENSP00000355566	0	0	0	0	0.151	0	0	0.354	0.428
SLC25A46	MTCH1	9606.ENSP00000348211	9606.ENSP00000362730	0	0	0	0	0.063	0.270	0	0.246	0.439
SLC25A46	APOO	9606.ENSP00000348211	9606.ENSP00000368528	0	0	0	0	0	0.270	0	0.278	0.450
SLC25A46	SLC25A25	9606.ENSP00000348211	9606.ENSP00000362159	0	0	0	0	0	0	0	0.527	0.527
SLC25A46	OPA1	9606.ENSP00000348211	9606.ENSP00000354681	0	0	0	0	0.062	0.270	0	0.564	0.675
SLC25A52	AADAT	9606.ENSP00000372612	9606.ENSP00000423190	0	0	0	0	0	0	0	0.325	0.325
SLC25A6	ACO2	9606.ENSP00000370808	9606.ENSP00000216254	0	0	0	0	0.184	0.248	0	0.308	0.538
SLC25A6	APEX1	9606.ENSP00000370808	9606.ENSP00000216714	0	0	0	0	0.197	0	0	0.132	0.274
SLC25A6	ABHD11	9606.ENSP00000370808	9606.ENSP00000222800	0	0	0	0	0.062	0.192	0	0.042	0.210
SLC25A6	PPIF	9606.ENSP00000370808	9606.ENSP00000225174	0	0	0	0	0.066	0.077	0.800	0.902	0.980
SLC25A6	SLC25A11	9606.ENSP00000370808	9606.ENSP00000225665	0	0	0	0.599	0.110	0.078	0	0.394	0.271
SLC25A6	SLC25A3	9606.ENSP00000370808	9606.ENSP00000228318	0	0	0	0.598	0.599	0.110	0	0.578	0.712
SLC25A6	SPR	9606.ENSP00000370808	9606.ENSP00000234454	0	0	0	0	0.237	0	0	0	0.237
SLC25A6	ARL2	9606.ENSP00000370808	9606.ENSP00000246747	0	0	0	0	0.100	0	0	0.102	0.157
SLC25A6	ABCB7	9606.ENSP00000370808	9606.ENSP00000253577	0	0	0	0	0.062	0	0	0.281	0.296
SLC25A6	STX17	9606.ENSP00000370808	9606.ENSP00000259400	0	0	0	0	0	0.181	0	0	0.181
SLC25A6	SDHA	9606.ENSP00000370808	9606.ENSP00000264932	0	0	0	0	0.065	0	0	0.174	0.194
SLC25A6	VDAC1	9606.ENSP00000370808	9606.ENSP00000265333	0	0	0	0	0.108	0.331	0.800	0.861	0.981
SLC25A6	CYP11A1	9606.ENSP00000370808	9606.ENSP00000268053	0	0	0	0	0	0.078	0	0.138	0.171
SLC25A6	C19orf52	9606.ENSP00000370808	9606.ENSP00000270502	0	0	0	0	0	0	0	0.451	0.451
SLC25A6	TIMM44	9606.ENSP00000370808	9606.ENSP00000270538	0	0	0	0	0.110	0.168	0	0.272	0.413
SLC25A6	SLC25A38	9606.ENSP00000370808	9606.ENSP00000273158	0	0	0	0.607	0	0.101	0	0.342	0.212
SLC25A6	IMMP1L	9606.ENSP00000370808	9606.ENSP00000278200	0	0	0	0	0	0	0	0.244	0.244
SLC25A6	DLAT	9606.ENSP00000370808	9606.ENSP00000280346	0	0	0	0	0.082	0	0	0.119	0.156
SLC25A6	OXSM	9606.ENSP00000370808	9606.ENSP00000280701	0	0	0	0	0.058	0	0	0.137	0.152
SLC25A6	TOMM70A	9606.ENSP00000370808	9606.ENSP00000284320	0	0	0	0	0.062	0	0	0.268	0.284
SLC25A6	AIFM1	9606.ENSP00000370808	9606.ENSP00000287295	0	0	0	0	0.062	0	0	0.252	0.268
SLC25A6	TK2	9606.ENSP00000370808	9606.ENSP00000299697	0	0	0	0	0.066	0	0	0.261	0.280
SLC25A6	SLC25A23	9606.ENSP00000370808	9606.ENSP00000301454	0	0	0	0.750	0.064	0.226	0	0.368	0.309
SLC25A6	UQCRFS1	9606.ENSP00000370808	9606.ENSP00000306397	0	0	0	0	0.486	0.253	0	0.091	0.620
SLC25A6	CYCS	9606.ENSP00000370808	9606.ENSP00000307786	0	0	0	0	0.185	0.259	0.800	0.534	0.936
SLC25A6	TMEM70	9606.ENSP00000370808	9606.ENSP00000312599	0	0	0	0	0.065	0.117	0	0.074	0.168
SLC25A6	SFXN1	9606.ENSP00000370808	9606.ENSP00000316905	0	0	0	0	0.065	0.077	0	0.101	0.157
SLC25A6	CYC1	9606.ENSP00000370808	9606.ENSP00000317159	0	0	0	0	0.512	0.320	0	0.214	0.717
SLC25A6	YME1L1	9606.ENSP00000370808	9606.ENSP00000318480	0	0	0	0	0.056	0.264	0	0.174	0.376
SLC25A6	TUFM	9606.ENSP00000370808	9606.ENSP00000322439	0	0	0	0	0.318	0	0	0.051	0.326
SLC25A6	UCP3	9606.ENSP00000370808	9606.ENSP00000323740	0	0	0	0.699	0.064	0.066	0	0.454	0.206
SLC25A6	SLC25A20	9606.ENSP00000370808	9606.ENSP00000326305	0	0	0	0.632	0	0.272	0	0.271	0.336
SLC25A6	MDH2	9606.ENSP00000370808	9606.ENSP00000327070	0	0	0	0	0.197	0.349	0	0.264	0.582
SLC25A6	ACAA1	9606.ENSP00000370808	9606.ENSP00000333664	0	0	0	0	0.064	0	0	0.142	0.162
SLC25A6	SHMT2	9606.ENSP00000370808	9606.ENSP00000333667	0	0	0	0	0.121	0	0	0.078	0.155
SLC25A6	SUGCT	9606.ENSP00000370808	9606.ENSP00000338475	0	0	0	0	0	0.154	0	0	0.153
SLC25A6	NDUFA4	9606.ENSP00000370808	9606.ENSP00000339720	0	0	0	0	0.063	0.335	0	0.249	0.491
SLC25A6	SLC25A15	9606.ENSP00000370808	9606.ENSP00000342267	0	0	0	0	0	0	0	0.292	0.292
SLC25A6	SAMM50	9606.ENSP00000370808	9606.ENSP00000345445	0	0	0	0	0.100	0.099	0	0.144	0.245
SLC25A6	NDUFV3	9606.ENSP00000370808	9606.ENSP00000346196	0	0	0	0	0.051	0.271	0	0.140	0.353
SLC25A6	AK2	9606.ENSP00000370808	9606.ENSP00000346921	0	0	0	0	0.062	0	0	0.221	0.238
SLC25A6	AGK	9606.ENSP00000370808	9606.ENSP00000347581	0	0	0	0	0.062	0	0	0.166	0.184
SLC25A6	SLC25A46	9606.ENSP00000370808	9606.ENSP00000348211	0	0	0	0	0	0	0	0.204	0.204
SLC25A6	MT-CO1	9606.ENSP00000370808	9606.ENSP00000354499	0	0	0	0	0.048	0	0	0.156	0.163
SLC25A6	MT-CYB	9606.ENSP00000370808	9606.ENSP00000354554	0	0	0	0	0	0.077	0	0.156	0.188
SLC25A6	MT-ATP6	9606.ENSP00000370808	9606.ENSP00000354632	0	0	0	0	0	0.126	0	0.146	0.222
SLC25A6	OPA1	9606.ENSP00000370808	9606.ENSP00000354681	0	0	0	0	0	0.126	0	0.142	0.218
SLC25A6	MT-ND5	9606.ENSP00000370808	9606.ENSP00000354813	0	0	0	0	0	0	0	0.156	0.156
SLC25A6	MT-CO2	9606.ENSP00000370808	9606.ENSP00000354876	0	0	0	0	0.062	0.220	0	0.202	0.365
SLC25A6	MT-CO3	9606.ENSP00000370808	9606.ENSP00000354982	0	0	0	0	0.062	0	0	0.177	0.195
SLC25A6	TOMM20	9606.ENSP00000370808	9606.ENSP00000355566	0	0	0	0	0.127	0.294	0	0.251	0.499
SLC25A6	ABCB10	9606.ENSP00000370808	9606.ENSP00000355637	0	0	0	0	0.049	0	0	0.164	0.171
SLC25A6	LACE1	9606.ENSP00000370808	9606.ENSP00000357973	0	0	0	0	0.062	0.190	0	0	0.207
SLC25A6	C6orf57	9606.ENSP00000370808	9606.ENSP00000359505	0	0	0	0	0	0	0	0.309	0.309
SLC25A6	ENDOG	9606.ENSP00000370808	9606.ENSP00000361725	0	0	0	0	0.140	0.079	0	0.378	0.464
SLC25A6	TRUB2	9606.ENSP00000370808	9606.ENSP00000361982	0	0	0	0	0.066	0.218	0	0	0.238
SLC25A6	MCU	9606.ENSP00000370808	9606.ENSP00000362144	0	0	0	0	0	0	0	0.268	0.268
SLC25A6	SLC25A25	9606.ENSP00000370808	9606.ENSP00000362159	0	0	0	0.738	0.064	0.226	0	0.252	0.288
SLC25A6	MTCH1	9606.ENSP00000370808	9606.ENSP00000362730	0	0	0	0	0.089	0	0	0.125	0.169
SLC25A6	ROMO1	9606.ENSP00000370808	9606.ENSP00000363191	0	0	0	0	0.081	0	0.540	0	0.559
SLC25A6	SDHD	9606.ENSP00000370808	9606.ENSP00000364699	0	0	0	0	0.080	0	0	0.164	0.198
SLC25A6	UQCRQ	9606.ENSP00000370808	9606.ENSP00000367939	0	0	0	0	0.142	0.098	0	0.180	0.310
SLC25A6	ATAD3A	9606.ENSP00000370808	9606.ENSP00000368030	0	0	0	0	0.084	0.270	0	0.127	0.365
SLC25A6	DNAJC15	9606.ENSP00000370808	9606.ENSP00000368523	0	0	0	0	0.066	0	0.540	0	0.551
SLC25A6	RDH14	9606.ENSP00000370808	9606.ENSP00000370648	0	0	0	0	0.062	0	0	0.157	0.175
SLC25A6	NLRX1	9606.ENSP00000370808	9606.ENSP00000387334	0	0	0	0	0	0	0	0.160	0.159
SLC25A6	ALDH7A1	9606.ENSP00000370808	9606.ENSP00000387123	0	0	0	0	0	0.057	0	0.156	0.170
SLC25A6	AIFM2	9606.ENSP00000370808	9606.ENSP00000478931	0	0	0	0	0.063	0	0	0.152	0.171
SLC25A6	PPM1K	9606.ENSP00000370808	9606.ENSP00000477341	0	0	0	0	0.058	0.150	0	0.060	0.181
SLC25A6	BCL2L13	9606.ENSP00000370808	9606.ENSP00000480836	0	0	0	0	0.062	0	0	0.168	0.187
SLC25A6	SLC25A37	9606.ENSP00000370808	9606.ENSP00000429200	0	0	0	0.583	0.052	0.077	0	0.299	0.189
SLC25A6	SUCLG2	9606.ENSP00000370808	9606.ENSP00000419325	0	0	0	0	0.063	0	0	0.188	0.206
SLC25A6	BCS1L	9606.ENSP00000370808	9606.ENSP00000413908	0	0	0	0	0.069	0.175	0	0.092	0.242
SLC25A6	ACP6	9606.ENSP00000370808	9606.ENSP00000463574	0	0	0	0	0	0.261	0	0	0.261
SLC25A6	CKMT1A	9606.ENSP00000370808	9606.ENSP00000406577	0	0	0	0	0.066	0	0	0.368	0.385
SLC25A6	COX4I1	9606.ENSP00000370808	9606.ENSP00000457513	0	0	0	0	0.175	0.103	0	0.370	0.494
SLC25A6	OXA1L	9606.ENSP00000370808	9606.ENSP00000483491	0	0	0	0	0.269	0.078	0	0.382	0.547
SLC25A6	ATP5A1	9606.ENSP00000370808	9606.ENSP00000381736	0	0	0	0	0.614	0.163	0	0.340	0.768
SLC25A6	TSPO	9606.ENSP00000370808	9606.ENSP00000379563	0	0	0	0	0.072	0	0.800	0.475	0.894
SLC25A6	VDAC3	9606.ENSP00000370808	9606.ENSP00000428845	0	0	0	0	0.112	0.116	0.800	0.526	0.915
SLC25A6	TIMM50	9606.ENSP00000370808	9606.ENSP00000445806	0	0	0	0	0.049	0.663	0.720	0.199	0.918
SMDT1	PPIF	9606.ENSP00000327467	9606.ENSP00000225174	0	0	0	0	0.062	0	0	0.325	0.339
SMDT1	SLC25A3	9606.ENSP00000327467	9606.ENSP00000228318	0	0	0	0	0.062	0	0	0.144	0.163
SMDT1	VDAC1	9606.ENSP00000327467	9606.ENSP00000265333	0	0	0	0	0.051	0	0	0.324	0.331
SMDT1	SLC25A38	9606.ENSP00000327467	9606.ENSP00000273158	0	0	0	0	0	0	0	0.155	0.154
SMDT1	SLC25A23	9606.ENSP00000327467	9606.ENSP00000301454	0	0	0	0	0	0	0	0.562	0.562
SMDT1	LETM1	9606.ENSP00000327467	9606.ENSP00000305653	0	0	0	0	0	0	0	0.561	0.561
SMDT1	CYCS	9606.ENSP00000327467	9606.ENSP00000307786	0	0	0	0	0.062	0	0	0.204	0.221
SMDT1	C19orf70	9606.ENSP00000327467	9606.ENSP00000309561	0	0	0	0	0.168	0	0	0	0.167
SMDT1	YME1L1	9606.ENSP00000327467	9606.ENSP00000318480	0	0	0	0	0	0	0.900	0.190	0.915
SMDT1	UCP3	9606.ENSP00000327467	9606.ENSP00000323740	0	0	0	0	0.062	0	0	0.150	0.168
SMDT1	NDUFA4	9606.ENSP00000327467	9606.ENSP00000339720	0	0	0	0	0.163	0	0	0	0.163
SMDT1	UQCRQ	9606.ENSP00000327467	9606.ENSP00000367939	0	0	0	0	0.141	0	0	0.067	0.164
SMDT1	MARC2	9606.ENSP00000327467	9606.ENSP00000355880	0	0	0	0	0	0	0	0.216	0.216
SMDT1	RDH14	9606.ENSP00000327467	9606.ENSP00000370648	0	0	0	0	0	0	0	0.230	0.229
SMDT1	OPA1	9606.ENSP00000327467	9606.ENSP00000354681	0	0	0	0	0.049	0.155	0	0.151	0.258
SMDT1	VDAC3	9606.ENSP00000327467	9606.ENSP00000428845	0	0	0	0	0.062	0	0	0.296	0.311
SMDT1	COX4I1	9606.ENSP00000327467	9606.ENSP00000457513	0	0	0	0	0.257	0.129	0	0.057	0.336
SMDT1	ROMO1	9606.ENSP00000327467	9606.ENSP00000363191	0	0	0	0	0.344	0	0	0.063	0.359
SMDT1	MCU	9606.ENSP00000327467	9606.ENSP00000362144	0	0	0	0	0	0.963	0.900	0.976	0.999
SPHKAP	GLS	9606.ENSP00000375909	9606.ENSP00000317379	0	0	0	0	0	0	0	0.261	0.261
SPHKAP	FAM210B	9606.ENSP00000375909	9606.ENSP00000360437	0	0	0	0	0	0	0	0.153	0.153
SPR	ACO2	9606.ENSP00000234454	9606.ENSP00000216254	0	0	0	0	0.063	0.143	0	0.092	0.207
SPR	ABHD11	9606.ENSP00000234454	9606.ENSP00000222800	0	0	0	0	0.063	0.193	0	0.062	0.229
SPR	SLC25A3	9606.ENSP00000234454	9606.ENSP00000228318	0	0	0	0	0.167	0	0	0	0.167
SPR	SLC25A37	9606.ENSP00000234454	9606.ENSP00000429200	0	0	0	0	0	0	0	0.155	0.155
SPR	PDF	9606.ENSP00000234454	9606.ENSP00000288022	0.050	0	0	0	0.083	0	0	0.109	0.156
SPR	ABHD10	9606.ENSP00000234454	9606.ENSP00000273359	0	0	0	0	0.063	0.126	0	0.062	0.164
SPR	ZADH2	9606.ENSP00000234454	9606.ENSP00000323678	0	0	0	0	0.064	0.116	0	0.072	0.165
SPR	CMPK2	9606.ENSP00000234454	9606.ENSP00000256722	0.051	0	0	0	0.050	0	0	0.155	0.171
SPR	SDHA	9606.ENSP00000234454	9606.ENSP00000264932	0.050	0	0	0	0.062	0.078	0	0.111	0.171
SPR	CCBL2	9606.ENSP00000234454	9606.ENSP00000260508	0	0	0	0	0.052	0.105	0	0.104	0.174
SPR	AGXT	9606.ENSP00000234454	9606.ENSP00000302620	0	0	0	0	0.065	0.101	0	0.101	0.178
SPR	MAOB	9606.ENSP00000234454	9606.ENSP00000367309	0	0	0	0	0.062	0	0	0.162	0.181
SPR	MDH2	9606.ENSP00000234454	9606.ENSP00000327070	0	0	0	0	0.147	0.056	0	0.071	0.186
SPR	KMO	9606.ENSP00000234454	9606.ENSP00000355517	0	0	0	0	0.062	0	0	0.168	0.186
SPR	AHCYL1	9606.ENSP00000234454	9606.ENSP00000358814	0.042	0	0	0	0	0.164	0	0.067	0.188
SPR	OXSM	9606.ENSP00000234454	9606.ENSP00000280701	0.060	0	0	0	0.093	0.056	0	0.113	0.190
SPR	GOT2	9606.ENSP00000234454	9606.ENSP00000245206	0	0	0	0	0.065	0.145	0	0.085	0.204
SPR	ALDH18A1	9606.ENSP00000234454	9606.ENSP00000360268	0.043	0	0	0	0.088	0	0	0.188	0.229
SPR	GFER	9606.ENSP00000234454	9606.ENSP00000248114	0	0	0	0	0.096	0	0	0.190	0.236
SPR	SLC25A6	9606.ENSP00000234454	9606.ENSP00000370808	0	0	0	0	0.237	0	0	0	0.237
SPR	COMT	9606.ENSP00000234454	9606.ENSP00000354511	0.041	0	0	0	0.063	0	0	0.280	0.296
SPR	SUOX	9606.ENSP00000234454	9606.ENSP00000377668	0	0	0	0	0	0	0	0.354	0.354
SPR	ALDH1L1	9606.ENSP00000234454	9606.ENSP00000273450	0	0	0	0	0.065	0.105	0	0.298	0.361
SPR	ATP5A1	9606.ENSP00000234454	9606.ENSP00000381736	0	0	0	0	0.344	0	0	0.091	0.378
SPR	PCBD2	9606.ENSP00000234454	9606.ENSP00000421544	0	0	0	0	0.052	0	0	0.401	0.408
SPR	BCO2	9606.ENSP00000234454	9606.ENSP00000350314	0	0	0	0	0	0	0	0.430	0.430
SPR	MMAA	9606.ENSP00000234454	9606.ENSP00000281317	0	0	0	0	0	0	0	0.655	0.655
SPR	MUT	9606.ENSP00000234454	9606.ENSP00000274813	0	0	0	0	0	0	0	0.778	0.778
SPR	AKR1B10	9606.ENSP00000234454	9606.ENSP00000352584	0.041	0	0	0	0.062	0.104	0.900	0.063	0.910
SPR	MCEE	9606.ENSP00000234454	9606.ENSP00000244217	0	0	0	0	0.062	0	0	0.914	0.916
SQRDL	TXN2	9606.ENSP00000260324	9606.ENSP00000216185	0.043	0	0	0	0	0.096	0	0.314	0.354
SQRDL	APEX1	9606.ENSP00000260324	9606.ENSP00000216714	0	0	0	0	0.062	0	0	0.141	0.159
SQRDL	ABHD11	9606.ENSP00000260324	9606.ENSP00000222800	0.044	0	0	0	0.049	0.173	0	0.074	0.210
SQRDL	SLC25A3	9606.ENSP00000260324	9606.ENSP00000228318	0	0	0	0	0.062	0.271	0	0.090	0.323
SQRDL	DLAT	9606.ENSP00000260324	9606.ENSP00000280346	0.070	0	0	0	0.063	0	0	0.106	0.153
SQRDL	MUT	9606.ENSP00000260324	9606.ENSP00000274813	0.041	0	0	0	0	0.102	0	0.096	0.153
SQRDL	FLAD1	9606.ENSP00000260324	9606.ENSP00000292180	0	0	0	0	0	0	0	0.154	0.154
SQRDL	MT-ND1	9606.ENSP00000260324	9606.ENSP00000354687	0	0	0	0	0	0	0	0.157	0.157
SQRDL	ATAD3A	9606.ENSP00000260324	9606.ENSP00000368030	0	0	0	0	0.064	0	0	0.136	0.157
SQRDL	TSPO	9606.ENSP00000260324	9606.ENSP00000379563	0	0	0	0	0.158	0	0	0.048	0.164
SQRDL	TUFM	9606.ENSP00000260324	9606.ENSP00000322439	0	0	0	0	0.065	0	0	0.143	0.164
SQRDL	VDAC1	9606.ENSP00000260324	9606.ENSP00000265333	0	0	0	0	0	0	0	0.175	0.175
SQRDL	SLC25A23	9606.ENSP00000260324	9606.ENSP00000301454	0	0	0	0	0	0	0	0.179	0.179
SQRDL	OXSM	9606.ENSP00000260324	9606.ENSP00000280701	0	0	0	0	0.080	0	0	0.145	0.180
SQRDL	GPX1	9606.ENSP00000260324	9606.ENSP00000407375	0	0	0	0	0.094	0	0	0.133	0.181
SQRDL	TOMM20	9606.ENSP00000260324	9606.ENSP00000355566	0	0	0	0	0	0	0	0.183	0.183
SQRDL	YME1L1	9606.ENSP00000260324	9606.ENSP00000318480	0	0	0	0	0.062	0.104	0	0.120	0.196
SQRDL	BCKDHA	9606.ENSP00000260324	9606.ENSP00000269980	0.081	0	0	0	0	0.128	0	0.078	0.196
SQRDL	TXNRD2	9606.ENSP00000260324	9606.ENSP00000383365	0.071	0	0	0	0.064	0.058	0	0.138	0.199
SQRDL	SLC25A13	9606.ENSP00000260324	9606.ENSP00000400101	0	0	0	0	0	0	0	0.202	0.202
SQRDL	AHCYL1	9606.ENSP00000260324	9606.ENSP00000358814	0	0	0	0	0	0	0	0.208	0.208
SQRDL	MDH2	9606.ENSP00000260324	9606.ENSP00000327070	0.049	0	0	0	0.064	0	0	0.183	0.209
SQRDL	ABHD10	9606.ENSP00000260324	9606.ENSP00000273359	0.044	0	0	0	0.049	0.173	0	0.074	0.210
SQRDL	NDUFA4	9606.ENSP00000260324	9606.ENSP00000339720	0	0	0	0	0	0.212	0	0	0.212
SQRDL	SHMT2	9606.ENSP00000260324	9606.ENSP00000333667	0.079	0	0	0	0.085	0	0	0.142	0.213
SQRDL	MT-CO1	9606.ENSP00000260324	9606.ENSP00000354499	0	0	0	0	0	0	0	0.217	0.217
SQRDL	LETM1	9606.ENSP00000260324	9606.ENSP00000305653	0	0	0	0	0.064	0	0	0.200	0.219
SQRDL	ACAA1	9606.ENSP00000260324	9606.ENSP00000333664	0	0	0	0	0.062	0	0	0.210	0.227
SQRDL	GLRX2	9606.ENSP00000260324	9606.ENSP00000356410	0.053	0	0	0	0.065	0	0	0.226	0.255
SQRDL	FDXR	9606.ENSP00000260324	9606.ENSP00000416515	0.070	0	0	0	0.065	0	0	0.216	0.258
SQRDL	OXCT2	9606.ENSP00000260324	9606.ENSP00000361914	0.053	0	0	0	0.062	0.149	0	0.141	0.263
SQRDL	CYB5B	9606.ENSP00000260324	9606.ENSP00000308430	0	0	0	0	0.062	0	0	0.268	0.284
SQRDL	ACAD9	9606.ENSP00000260324	9606.ENSP00000312618	0.049	0	0	0	0	0.146	0	0.194	0.288
SQRDL	ACAD8	9606.ENSP00000260324	9606.ENSP00000281182	0.049	0	0	0	0	0.146	0	0.197	0.290
SQRDL	ALDH18A1	9606.ENSP00000260324	9606.ENSP00000360268	0.045	0	0	0	0.110	0	0	0.240	0.297
SQRDL	SAMM50	9606.ENSP00000260324	9606.ENSP00000345445	0	0	0	0	0	0.271	0	0.085	0.304
SQRDL	SDHAF1	9606.ENSP00000260324	9606.ENSP00000368165	0	0	0	0	0	0	0	0.324	0.324
SQRDL	ENDOG	9606.ENSP00000260324	9606.ENSP00000361725	0	0	0	0	0	0.245	0	0.149	0.330
SQRDL	GPD2	9606.ENSP00000260324	9606.ENSP00000308610	0.057	0	0	0	0	0	0	0.326	0.337
SQRDL	HCCS	9606.ENSP00000260324	9606.ENSP00000326579	0	0	0	0	0	0.154	0	0.291	0.374
SQRDL	PDSS2	9606.ENSP00000260324	9606.ENSP00000358033	0	0	0	0	0.062	0	0	0.385	0.398
SQRDL	CHDH	9606.ENSP00000260324	9606.ENSP00000319851	0.058	0	0	0	0.062	0	0	0.392	0.416
SQRDL	UQCRFS1	9606.ENSP00000260324	9606.ENSP00000306397	0.060	0	0	0	0	0	0	0.422	0.433
SQRDL	CYCS	9606.ENSP00000260324	9606.ENSP00000307786	0	0	0	0	0.063	0	0	0.425	0.438
SQRDL	GATM	9606.ENSP00000260324	9606.ENSP00000379895	0	0	0	0	0	0	0	0.452	0.452
SQRDL	ATP5A1	9606.ENSP00000260324	9606.ENSP00000381736	0	0	0	0	0.065	0.384	0	0.251	0.531
SQRDL	MT-CYB	9606.ENSP00000260324	9606.ENSP00000354554	0	0	0	0	0	0	0	0.594	0.594
SQRDL	SDHD	9606.ENSP00000260324	9606.ENSP00000364699	0	0	0	0	0.062	0	0	0.601	0.609
